FLAG;PITCH;ROLL;YAW
0;69.47;13.80;224.18
0;69.22;12.98;223.55
0;68.97;12.05;222.87
0;68.78;11.29;222.28
0;68.67;10.79;221.88
0;68.34;9.26;220.51
0;68.16;8.33;219.52
0;68.03;7.61;218.64
0;67.81;6.29;216.67
0;67.73;5.82;215.78
0;67.67;5.44;214.92
0;67.62;5.15;214.08
0;67.58;4.94;213.31
0;67.59;4.81;212.63
0;67.62;4.74;212.10
0;67.70;4.72;211.66
0;67.79;4.75;211.19
0;68.05;4.91;211.32
0;68.19;5.01;211.70
0;68.34;5.13;212.33
0;68.50;5.26;213.14
0;68.66;5.41;214.07
0;68.81;5.59;215.16
0;68.95;5.80;216.32
0;69.09;6.06;217.78
0;69.19;6.29;218.99
0;69.39;7.00;222.19
0;69.46;7.37;223.69
1;69.51;7.73;224.94
0;69.54;8.16;226.26
0;69.55;8.67;227.65
0;69.55;8.89;228.19
0;69.55;9.12;228.73
0;69.52;10.16;231.16
0;69.50;10.69;232.06
0;69.49;11.28;232.92
0;69.58;13.65;235.52
0;69.65;14.43;236.26
0;69.70;15.10;236.87
0;69.75;15.73;237.44
0;69.77;16.41;238.06
0;69.78;17.15;238.83
0;69.76;17.81;239.57
0;69.73;18.35;240.24
0;69.71;18.61;240.56
0;69.69;18.80;240.80
0;69.67;18.99;241.04
0;69.42;20.84;243.88
0;69.31;21.55;244.96
0;69.25;21.95;245.65
0;69.20;22.33;246.32
0;69.14;22.72;247.03
0;69.09;23.08;247.84
0;67.28;12.51;241.22
0;66.80;9.42;240.19
0;66.85;9.60;240.87
0;66.89;9.75;241.50
0;66.92;9.88;242.07
0;66.95;9.99;242.58
0;66.96;10.07;242.96
0;66.96;10.11;242.94
0;66.96;10.16;243.38
0;66.95;10.16;243.57
0;66.94;10.13;244.04
0;66.89;10.03;243.82
0;66.88;10.00;243.84
0;66.87;9.98;243.83
0;66.85;9.85;243.56
0;66.84;9.75;243.12
0;66.84;9.63;242.90
0;66.84;9.49;242.66
0;66.84;9.32;242.40
0;66.86;8.85;241.15
0;66.87;8.60;240.81
0;66.89;8.34;240.48
0;66.91;8.02;239.96
0;66.94;7.65;239.31
0;66.98;7.29;238.91
0;67.03;6.92;238.53
0;67.12;6.55;238.13
0;67.21;6.21;237.37
0;67.37;5.21;236.33
0;67.45;4.62;235.80
0;67.54;4.01;235.11
0;67.63;3.40;234.46
0;67.71;2.80;233.97
0;67.79;2.23;233.48
0;67.86;1.66;233.00
0;67.94;1.09;232.27
0;68.03;0.38;231.59
0;68.18;-0.57;230.68
0;68.25;-0.78;230.23
0;68.30;-0.96;229.90
0;68.35;-1.11;229.63
0;68.38;-1.24;229.36
0;68.41;-1.33;229.10
0;68.43;-1.41;228.63
0;68.47;-1.75;228.29
0;68.50;-2.12;227.94
0;68.53;-2.80;227.15
0;68.52;-2.85;226.93
0;68.50;-2.71;226.93
0;68.48;-2.68;226.84
0;68.45;-2.86;226.61
0;68.42;-3.00;226.39
0;68.37;-3.12;226.13
0;68.31;-3.18;225.89
0;68.29;-2.85;225.95
0;68.28;-2.44;226.02
0;68.20;-2.16;225.80
0;68.15;-2.06;225.70
0;68.11;-1.94;225.55
0;68.07;-1.79;225.34
0;68.03;-1.59;225.35
0;68.00;-1.40;225.40
0;67.98;-1.18;225.50
0;67.96;-0.97;225.49
0;67.99;-0.20;225.91
0;68.06;0.61;226.43
0;68.11;1.31;226.87
0;68.14;1.87;227.21
0;68.14;2.30;227.52
0;68.14;2.67;227.80
0;68.14;3.06;228.08
0;68.14;3.56;228.38
0;68.14;4.00;228.66
0;68.16;4.78;229.18
0;68.17;5.05;229.35
0;68.22;5.96;229.75
0;68.24;6.47;230.12
0;68.27;6.97;230.47
0;68.29;7.51;230.87
0;68.31;8.11;231.18
0;68.31;8.60;231.56
0;68.31;9.13;231.96
0;68.31;10.16;232.61
0;68.33;10.59;232.83
0;68.35;10.94;233.02
0;68.38;11.23;233.14
0;68.46;11.67;233.11
0;68.57;11.94;232.74
0;68.69;12.09;232.34
0;68.88;12.15;231.54
0;69.13;12.15;230.40
0;69.36;12.08;228.95
0;69.31;11.36;225.85
0;68.95;10.56;224.31
0;68.41;9.52;222.80
0;67.79;8.34;221.25
0;66.95;6.72;218.90
0;66.09;5.18;215.91
0;65.24;4.07;212.87
0;64.06;3.16;209.27
0;62.65;2.56;205.72
0;58.38;2.31;197.82
0;55.80;2.79;193.92
0;53.35;3.60;190.38
0;51.16;4.63;187.30
0;49.91;5.43;185.64
0;48.65;6.22;183.98
0;44.45;9.84;179.25
0;43.05;11.18;177.84
0;34.94;19.80;171.74
0;31.84;23.49;170.23
0;29.16;26.87;169.35
0;26.51;30.17;168.87
0;23.55;33.58;168.77
0;20.40;36.72;169.00
0;17.26;39.40;169.46
0;13.49;42.08;170.16
0;9.45;44.54;171.00
0;5.09;46.82;172.01
0;-4.89;50.65;174.68
0;-10.18;51.82;176.27
0;-15.46;52.41;177.95
0;-20.96;52.42;179.83
0;-26.07;51.88;181.74
0;-31.23;50.72;183.89
0;-32.76;50.16;184.62
0;-34.30;49.60;185.35
0;-35.83;49.04;186.08
0;-49.85;39.80;194.59
0;-53.61;36.19;197.51
0;-56.23;33.48;199.76
0;-58.88;30.55;202.26
0;-61.37;27.63;204.83
0;-63.54;24.83;207.32
0;-65.67;21.71;210.05
0;-67.64;18.45;212.79
0;-68.64;16.66;214.26
0;-69.41;15.24;215.41
0;-73.67;6.70;222.24
0;-76.25;1.56;226.76
0;-77.84;-1.47;229.77
0;-79.53;-4.59;233.30
0;-81.09;-7.46;236.95
0;-82.72;-10.51;241.38
0;-84.10;-13.18;245.53
0;-85.77;-16.54;250.77
0;-88.46;-22.08;258.74
0;-89.31;-23.74;260.90
0;-91.99;-28.82;267.22
0;-92.86;-30.46;269.32
0;-95.21;-35.27;275.98
0;-96.37;-38.48;280.98
0;-97.06;-41.29;285.55
0;-97.52;-43.25;288.63
0;-98.03;-44.78;290.96
0;-99.01;-46.93;294.42
0;-99.27;-47.47;295.45
0;-99.37;-47.72;296.00
0;-99.52;-48.10;297.10
0;-99.54;-47.99;297.12
0;-99.56;-47.89;297.14
0;-99.17;-45.94;294.94
0;-98.82;-44.55;293.18
0;-98.45;-42.90;291.07
0;-97.37;-38.72;285.69
0;-96.64;-36.36;282.67
0;-95.91;-34.12;279.78
0;-95.26;-32.16;277.18
0;-94.85;-30.97;275.53
0;-94.45;-29.78;273.88
0;-93.55;-27.31;270.21
0;-92.07;-23.75;264.52
0;-91.76;-23.10;263.42
0;-91.46;-22.45;262.31
0;-91.16;-21.80;261.21
0;-85.37;-12.21;242.51
0;-81.79;-8.19;233.33
0;-80.41;-6.74;230.02
0;-75.53;-2.26;220.41
0;-74.65;-1.66;219.17
0;-73.77;-1.05;217.92
0;-72.88;-0.45;216.67
0;-62.54;5.48;206.88
0;-60.70;6.55;205.62
0;-58.11;8.05;203.93
0;-52.32;11.25;200.27
0;-50.76;12.06;199.29
0;-49.20;12.86;198.31
0;-41.72;16.11;193.79
0;-37.83;17.31;191.58
0;-35.60;17.81;190.36
0;-33.78;18.15;189.38
0;-22.59;18.22;183.96
0;-17.90;17.27;181.95
0;-14.53;16.33;180.59
0;-11.21;15.26;179.36
0;-8.26;14.29;178.38
0;-6.70;13.85;177.93
0;-5.14;13.40;177.49
0;1.02;12.19;176.03
0;4.45;11.73;175.31
0;10.71;10.70;174.12
0;14.39;9.81;173.52
0;17.51;8.90;173.12
0;20.50;7.93;172.84
0;24.03;6.78;172.72
0;27.40;5.66;172.84
0;30.82;4.41;173.26
0;33.73;3.29;173.84
0;36.79;2.12;174.63
0;42.14;0.51;176.41
0;44.51;0.18;177.29
0;48.48;0.38;178.69
0;50.94;0.83;179.49
0;53.72;1.59;180.35
0;56.36;2.50;181.21
0;58.46;3.37;181.96
0;60.32;4.17;182.70
0;62.28;5.04;183.54
0;66.20;6.83;185.46
0;68.05;7.76;186.56
0;69.69;8.62;187.72
0;71.23;9.45;189.07
0;72.59;10.19;190.58
0;73.84;10.91;192.47
0;75.19;11.76;195.04
0;76.23;12.50;197.54
0;77.17;13.31;200.21
0;78.52;14.94;204.67
0;79.05;15.82;206.69
0;79.39;16.66;208.62
0;79.46;17.26;210.39
0;79.25;17.68;212.34
0;78.75;17.98;214.73
0;78.07;18.20;217.30
0;77.31;18.34;219.88
0;76.57;18.37;221.99
0;75.28;18.25;225.03
0;74.85;18.20;225.89
0;74.63;18.16;226.27
0;73.93;18.04;227.11
0;73.44;17.90;227.30
0;73.09;17.75;227.27
0;72.71;17.52;227.06
0;72.31;17.23;226.71
0;71.90;16.89;226.24
0;71.11;16.08;224.98
0;70.66;15.59;224.08
0;70.24;15.13;223.15
0;69.84;14.69;222.18
0;69.40;14.19;221.06
0;68.93;13.68;219.90
0;68.46;13.17;218.75
0;67.97;12.64;217.60
0;67.46;12.11;216.46
0;66.97;11.61;215.39
0;65.97;10.61;213.19
0;65.43;10.12;212.00
0;64.93;9.72;210.90
0;64.45;9.38;209.79
0;64.04;9.12;208.76
0;63.63;8.90;207.65
0;63.28;8.73;206.62
0;62.95;8.57;205.57
0;62.41;8.22;203.41
0;62.21;8.00;202.38
0;62.09;7.78;201.52
0;62.00;7.52;200.69
0;61.96;7.23;199.97
0;61.97;6.85;199.27
0;62.03;6.39;198.67
0;62.11;5.85;198.16
0;62.18;5.29;197.76
0;62.29;4.02;197.16
0;62.38;3.32;196.85
0;62.51;2.74;196.62
0;62.66;2.24;196.60
0;62.88;1.71;196.67
0;63.15;1.26;196.86
0;63.47;0.86;197.06
0;63.79;0.54;197.40
0;64.17;0.24;197.90
0;64.91;-0.16;199.08
1;65.25;-0.29;199.71
0;65.60;-0.39;200.43
0;66.25;-0.52;201.89
0;66.66;-0.59;202.90
0;67.06;-0.64;203.95
0;67.40;-0.68;205.00
0;67.75;-0.71;206.15
0;68.08;-0.72;207.34
0;68.35;-0.68;208.45
0;68.84;-0.48;210.58
0;69.02;-0.32;211.51
0;69.17;-0.14;212.27
0;69.31;0.08;212.99
0;69.41;0.29;213.54
0;69.55;0.60;214.21
0;69.62;0.78;214.54
0;69.67;0.92;214.79
0;69.98;1.87;215.96
0;70.13;2.49;216.76
0;70.19;2.85;217.24
0;70.25;3.27;217.72
0;70.27;3.58;218.30
0;70.29;4.07;219.30
0;70.27;4.41;220.09
0;70.23;4.77;220.82
0;70.18;5.10;221.62
0;70.09;5.41;222.51
0;69.84;6.01;224.24
0;69.66;6.34;225.06
0;69.48;6.67;225.91
0;69.32;6.96;226.57
0;69.14;7.29;227.16
0;68.99;7.61;227.61
0;68.85;7.92;227.96
0;68.68;8.31;228.29
0;68.52;8.71;228.54
0;68.35;9.16;228.71
0;68.10;9.89;228.87
0;68.04;10.08;228.89
0;67.98;10.26;228.92
0;67.76;11.12;228.54
0;67.71;11.30;228.53
0;67.67;11.48;228.51
0;67.54;12.11;228.44
0;67.48;12.41;228.26
0;67.38;12.88;227.97
0;67.34;13.09;227.88
0;67.31;13.22;227.79
0;67.29;13.31;227.58
0;67.27;13.39;227.48
0;67.25;13.42;227.41
0;67.25;13.43;227.33
0;70.49;12.29;226.12
0;74.39;10.88;224.67
0;74.48;10.72;224.40
0;74.58;10.57;223.96
0;74.66;10.45;223.28
0;74.73;10.35;223.10
0;74.85;10.17;222.80
0;74.99;10.00;222.55
0;75.14;9.82;221.88
0;75.29;9.61;221.40
0;75.44;9.38;221.18
0;75.74;8.90;220.73
0;75.89;8.65;220.24
0;76.05;8.36;220.18
0;76.22;8.09;220.13
0;76.41;7.85;220.03
0;76.63;7.61;219.53
0;76.88;7.39;219.19
0;77.17;7.17;218.80
0;77.50;6.99;218.32
0;78.29;6.75;216.60
0;78.72;6.68;215.89
0;79.01;6.66;215.39
0;79.35;6.66;214.87
0;79.59;6.67;213.97
0;79.78;6.68;213.74
0;79.92;6.70;213.71
0;80.03;6.72;213.76
0;80.10;6.73;213.65
0;80.20;6.77;213.61
0;80.24;6.82;213.71
0;80.26;6.89;213.73
0;80.27;6.99;213.39
0;80.28;7.12;213.39
0;80.28;7.26;213.35
0;80.27;7.41;213.30
0;80.27;7.59;212.89
0;80.25;7.79;212.45
0;80.16;8.21;212.20
0;79.94;8.62;212.11
0;79.90;8.83;211.61
0;79.86;9.01;211.50
0;79.81;9.23;211.41
0;79.77;9.41;211.34
0;79.75;9.56;211.02
0;79.73;9.67;210.86
0;79.71;9.75;210.84
0;79.68;10.17;210.59
0;79.69;10.33;210.13
0;79.70;10.47;210.10
0;79.72;10.58;210.10
0;79.74;10.68;210.11
0;79.76;10.76;209.85
0;79.79;10.86;209.77
0;79.81;10.95;209.76
0;79.81;11.00;209.74
0;79.81;11.03;209.70
0;79.78;11.00;208.83
0;79.76;10.89;208.42
0;79.75;10.76;208.01
0;79.74;10.58;207.15
0;79.70;10.37;206.52
0;79.62;10.10;205.78
0;79.48;9.79;204.89
0;79.28;9.45;203.65
0;79.03;9.06;202.26
0;78.35;8.15;199.74
0;78.11;7.85;198.93
0;77.86;7.54;198.13
0;76.55;6.25;194.32
0;75.58;5.50;191.97
0;74.37;4.73;189.31
0;73.22;4.14;186.99
0;71.89;3.55;184.47
0;70.29;2.96;181.58
0;66.82;2.13;175.86
0;64.58;1.91;172.63
0;62.22;1.86;169.72
0;60.10;1.93;167.57
0;57.64;2.09;165.53
0;55.20;2.35;163.88
0;52.44;2.78;162.27
0;49.69;3.40;160.88
0;47.06;4.19;159.70
0;41.14;6.62;157.68
0;37.42;8.54;156.92
0;34.58;10.19;156.54
0;31.12;12.42;156.29
0;27.57;14.95;156.19
0;24.16;17.58;156.28
0;20.44;20.52;156.62
0;17.51;22.81;157.06
0;15.72;24.14;157.43
0;5.78;30.67;160.35
0;0.67;33.49;162.46
0;-3.12;35.41;164.22
0;-7.43;37.22;166.48
0;-10.97;38.35;168.53
0;-15.81;39.39;171.54
0;-20.18;39.71;174.49
0;-24.11;39.46;177.35
0;-28.69;38.43;181.01
0;-36.17;34.89;187.79
0;-37.85;33.58;189.52
0;-39.54;32.27;191.26
0;-43.38;28.16;195.64
0;-44.25;27.02;196.70
0;-45.11;25.89;197.77
0;-50.06;17.29;204.35
0;-50.99;15.54;205.57
0;-52.22;13.22;207.22
0;-57.76;3.80;215.44
0;-60.24;0.35;219.70
0;-62.01;-2.02;223.02
0;-63.85;-4.50;226.87
0;-65.57;-6.93;230.88
0;-66.21;-7.88;232.49
0;-66.59;-8.46;233.49
0;-66.97;-9.04;234.50
0;-67.35;-9.63;235.50
0;-72.01;-18.35;250.01
0;-72.63;-19.78;252.27
0;-73.26;-21.21;254.53
0;-75.95;-27.98;264.74
0;-76.50;-29.38;266.79
0;-77.39;-31.64;270.03
0;-79.12;-36.09;276.59
0;-79.75;-37.81;279.26
0;-80.06;-38.73;280.73
0;-80.88;-41.24;284.91
0;-81.43;-44.40;290.75
0;-81.46;-45.26;292.57
0;-81.69;-45.82;293.84
0;-82.00;-45.93;294.09
0;-82.31;-45.98;294.23
0;-83.94;-44.95;292.62
0;-84.52;-43.73;290.96
0;-84.70;-42.64;289.60
0;-84.68;-42.07;288.96
0;-84.66;-41.50;288.32
0;-84.64;-40.94;287.68
0;-84.60;-40.06;286.70
0;-84.56;-39.18;285.71
0;-85.43;-30.13;272.81
0;-85.21;-24.26;262.72
0;-84.64;-21.53;258.04
0;-83.77;-18.63;253.17
0;-81.55;-13.28;244.37
0;-80.82;-11.85;242.05
0;-78.27;-7.38;234.79
0;-77.32;-5.91;232.46
0;-76.37;-4.44;230.12
0;-72.10;1.45;221.14
0;-69.94;4.11;217.18
0;-67.68;6.67;213.35
0;-63.71;10.63;207.26
0;-57.37;15.90;198.36
0;-52.90;18.63;192.81
0;-49.54;20.13;189.10
0;-45.81;21.28;185.52
0;-42.30;22.00;182.54
0;-39.13;22.48;180.12
0;-36.82;22.78;178.48
0;-35.06;22.99;177.31
0;-28.99;23.57;173.75
0;-25.38;23.73;171.87
0;-19.19;23.48;168.95
0;-15.72;23.09;167.51
0;-14.27;22.90;166.96
0;-12.82;22.72;166.42
0;-6.84;21.91;164.49
0;-3.54;21.29;163.55
0;-0.63;20.49;162.79
0;2.30;19.42;162.11
0;5.04;18.22;161.59
0;8.78;16.52;161.11
0;13.55;14.92;160.75
0;16.13;14.50;160.60
0;19.10;14.32;160.37
0;22.04;14.25;160.05
0;25.26;14.09;159.65
0;28.43;13.73;159.22
0;31.31;13.20;158.83
0;34.13;12.56;158.43
0;39.80;11.08;157.68
0;43.15;10.17;157.33
0;46.17;9.36;157.10
0;49.12;8.59;156.98
0;51.68;7.90;157.01
0;54.33;7.15;157.21
0;56.40;6.55;157.50
0;57.30;6.29;157.72
0;58.20;6.04;157.93
0;59.10;5.78;158.15
0;70.46;3.89;164.69
0;72.26;3.94;166.20
0;74.14;4.14;167.83
0;75.93;4.44;169.45
0;77.60;4.82;171.05
0;79.15;5.24;172.69
0;80.33;5.60;174.06
0;81.02;5.84;174.97
0;82.91;6.63;177.79
0;85.03;8.14;182.43
0;85.63;8.88;184.55
0;86.01;9.71;187.57
0;86.31;10.44;191.15
0;86.53;11.12;195.14
0;86.54;11.85;198.96
0;86.37;12.67;202.09
0;86.27;13.50;204.51
0;86.38;14.73;207.98
0;86.32;15.22;209.19
0;86.23;15.51;209.18
0;86.30;15.77;208.36
0;86.47;15.92;207.29
0;86.57;15.94;206.33
0;86.50;15.83;205.48
0;86.27;15.60;204.82
0;85.99;15.33;204.30
0;85.35;14.67;203.10
0;85.02;14.33;202.23
0;84.77;14.07;201.38
0;84.53;13.82;200.42
0;84.31;13.59;199.47
0;84.11;13.39;198.58
0;83.94;13.20;197.82
0;83.77;13.03;197.13
0;83.60;12.85;196.49
0;83.23;12.42;195.42
0;83.11;12.27;195.18
0;83.00;12.13;194.93
0;82.45;11.34;193.70
0;82.16;10.84;193.17
0;81.88;10.29;192.75
0;81.61;9.72;192.35
0;81.31;9.11;191.85
0;80.97;8.44;191.26
0;80.49;7.53;190.82
0;80.02;6.68;190.45
0;79.50;5.77;189.97
0;79.20;5.26;189.73
0;78.93;4.81;189.45
0;78.67;4.40;189.09
0;78.43;4.06;188.63
0;78.22;3.79;188.14
0;78.07;3.62;187.73
0;77.98;3.54;187.45
0;77.81;3.46;186.34
0;77.82;3.50;186.10
0;77.88;3.57;186.09
0;77.96;3.66;186.22
0;78.05;3.76;186.26
0;78.15;3.87;186.44
1;78.26;3.99;186.88
0;78.38;4.16;187.47
0;78.48;4.31;187.84
0;78.56;4.43;187.90
0;78.78;4.81;188.73
0;78.95;5.15;189.31
0;79.11;5.47;189.29
0;79.18;5.63;189.37
0;79.24;5.75;189.50
0;79.45;6.25;189.95
0;79.61;6.66;190.22
0;79.84;7.31;190.49
0;79.96;7.69;190.79
0;80.07;8.03;191.07
0;80.18;8.36;190.91
0;80.28;8.63;191.09
0;80.38;8.93;191.41
0;78.72;13.81;195.58
0;76.68;19.58;200.51
0;76.75;19.85;200.84
0;76.79;20.09;201.20
0;76.83;20.47;201.91
0;76.82;20.82;202.71
0;76.80;21.04;203.27
0;76.77;21.25;203.84
0;76.73;21.44;204.39
0;76.68;21.63;205.22
0;76.64;21.83;206.21
0;76.60;22.04;206.83
0;76.57;22.22;207.40
0;76.48;22.64;209.12
0;76.41;22.83;209.77
0;76.30;23.01;210.48
0;76.16;23.16;211.25
0;76.05;23.24;211.96
0;75.95;23.30;212.65
0;75.56;23.46;214.36
0;75.30;23.55;215.32
0;75.09;23.64;216.27
0;74.84;23.75;217.84
0;74.62;23.84;218.92
0;74.53;23.86;219.40
0;74.41;23.86;220.33
0;74.27;23.84;221.26
0;74.11;23.77;221.85
0;73.94;23.69;222.40
0;73.75;23.58;223.04
0;73.51;23.42;224.38
0;73.28;23.25;224.96
0;72.87;22.90;226.04
0;72.76;22.79;227.00
0;72.71;22.71;227.46
0;72.71;22.68;227.62
0;72.74;22.70;227.70
0;72.80;22.76;227.87
0;72.87;22.87;228.12
0;72.94;22.99;228.12
0;73.02;23.15;228.13
0;73.14;23.57;228.61
0;73.16;23.81;228.77
0;73.16;24.07;228.92
0;73.14;24.36;229.10
0;73.11;24.70;229.55
0;73.08;25.04;229.97
0;73.07;25.36;230.05
0;73.09;25.66;230.10
0;73.15;26.09;230.10
0;73.37;26.98;230.29
0;73.50;27.41;230.21
0;73.63;27.85;230.13
0;73.74;28.23;230.28
0;73.83;28.60;230.41
0;73.89;28.95;230.45
0;73.92;29.26;230.54
0;73.93;29.59;230.71
0;73.90;29.99;231.19
0;73.80;30.46;231.63
0;73.73;30.74;231.92
0;73.67;31.00;232.41
0;73.61;31.26;232.80
0;73.59;31.52;233.06
0;73.57;31.77;233.31
0;73.55;32.05;233.64
0;73.55;32.31;234.08
0;73.56;32.45;234.19
0;73.58;32.60;234.31
0;73.83;33.52;235.27
0;73.90;33.87;235.67
0;73.94;34.11;235.88
0;73.96;34.27;236.05
0;73.96;34.84;236.80
0;73.92;35.24;237.64
0;73.87;35.56;238.07
0;73.76;36.27;239.06
0;73.75;36.61;239.83
0;73.77;36.91;240.16
0;73.84;37.28;240.55
0;73.92;37.63;240.90
0;74.02;37.97;241.36
0;74.13;38.33;241.86
0;74.26;38.62;242.17
0;74.46;38.76;242.35
0;74.69;39.04;242.89
0;74.82;39.45;243.58
0;74.94;39.70;243.91
0;75.10;39.90;244.14
0;75.35;40.10;244.46
0;75.74;40.32;244.75
0;76.23;40.51;244.77
0;76.73;40.65;244.71
0;77.29;40.77;244.65
0;77.94;40.85;244.91
0;79.35;40.87;244.44
0;79.97;40.79;244.20
0;80.50;40.67;244.35
0;80.93;40.52;244.32
0;81.28;40.31;244.17
0;81.55;40.06;244.04
0;81.72;39.75;244.02
0;81.81;39.31;244.22
0;81.80;38.88;244.09
0;81.72;38.47;243.96
0;81.30;37.26;243.83
0;81.02;36.61;243.56
0;80.68;35.78;242.90
0;80.39;34.83;241.89
0;80.17;33.77;240.61
0;80.07;32.46;238.75
0;80.06;31.19;236.54
0;80.02;29.74;233.78
0;79.92;29.03;232.41
0;79.81;28.32;231.05
0;77.60;23.11;221.74
0;76.28;20.96;217.59
0;75.14;19.30;213.92
0;73.86;17.72;209.78
0;72.46;16.43;205.53
0;70.94;15.47;201.42
0;69.00;14.75;196.90
0;66.72;14.44;192.41
0;61.55;15.14;183.99
0;58.50;16.29;179.62
0;55.88;17.72;176.06
0;53.50;19.45;172.91
0;51.08;21.74;169.78
0;48.72;24.74;166.77
0;46.97;27.61;164.53
0;45.20;31.56;162.35
0;43.50;36.16;160.62
0;39.91;44.78;159.75
0;37.64;48.26;160.33
0;34.62;51.63;161.39
0;30.98;54.75;162.76
0;27.00;57.61;164.29
0;18.88;61.17;166.48
0;6.73;64.07;168.51
0;3.08;67.06;170.97
0;-0.73;69.68;173.82
0;-3.86;71.12;176.35
0;-12.03;71.24;183.64
0;-16.99;68.72;188.41
0;-21.02;65.74;192.32
0;-38.43;62.22;196.22
0;-68.67;58.52;199.91
0;-70.90;54.47;203.67
0;-72.29;50.99;206.79
0;-73.15;48.46;209.03
0;-73.87;46.16;211.06
0;-76.55;35.55;220.58
0;-77.03;33.29;222.64
0;-78.34;25.84;229.41
0;-78.90;21.64;233.02
0;-79.33;17.97;235.98
0;-79.70;14.47;238.57
0;-80.28;9.55;241.93
0;-80.81;6.06;244.19
0;-82.21;-0.64;248.74
0;-82.75;-2.71;250.28
0;-84.98;-9.56;256.41
0;-86.42;-13.51;260.76
0;-87.65;-16.97;265.02
0;-88.61;-19.79;268.74
0;-89.12;-21.34;270.88
0;-89.63;-22.90;273.02
0;-92.01;-29.24;281.11
0;-94.08;-32.79;284.67
0;-94.86;-33.93;285.72
0;-97.47;-37.33;288.87
0;-98.55;-38.67;290.38
0;-99.01;-39.48;291.64
0;-99.03;-39.95;292.65
0;-98.87;-40.11;293.13
0;-98.72;-40.27;293.61
0;-98.05;-39.95;293.79
0;-98.05;-38.32;291.00
0;-98.11;-37.15;288.78
0;-98.12;-35.72;286.06
0;-97.99;-34.00;282.85
0;-97.64;-32.16;279.52
0;-97.09;-30.28;276.26
0;-96.33;-28.35;273.08
0;-96.03;-27.67;272.04
0;-95.72;-27.00;271.01
0;-95.41;-26.32;269.98
0;-91.57;-17.77;258.42
0;-89.28;-12.78;252.71
0;-87.91;-9.84;249.59
0;-86.25;-6.24;245.93
0;-84.70;-2.94;242.55
0;-83.38;-0.18;239.67
0;-82.93;0.69;238.70
0;-82.49;1.56;237.73
0;-82.04;2.43;236.75
0;-81.60;3.30;235.78
0;-71.47;18.38;216.75
0;-67.73;23.25;211.24
0;-65.63;25.94;208.49
0;-63.45;28.59;205.92
0;-61.35;30.99;203.62
0;-58.91;33.47;201.13
0;-56.93;35.11;199.33
0;-50.58;38.91;194.60
0;-47.10;40.58;192.44
0;-43.75;42.15;190.51
0;-40.45;43.65;188.73
0;-36.84;45.13;186.93
0;-32.82;46.48;185.10
0;-28.87;47.49;183.45
0;-24.42;48.27;181.75
0;-20.17;48.68;180.25
0;-15.48;48.74;178.70
0;-5.99;47.62;175.86
0;-1.76;46.61;174.78
0;2.26;45.44;173.87
0;6.28;44.12;173.09
0;10.20;42.82;172.43
0;14.13;41.61;171.83
0;18.00;40.51;171.23
0;21.43;39.46;170.63
0;25.08;38.09;169.97
0;32.56;34.50;168.69
0;36.17;32.38;168.23
0;39.36;30.24;168.02
0;41.78;28.46;168.02
0;43.30;27.24;168.14
0;47.59;23.71;168.81
0;50.86;21.25;169.75
0;53.39;19.67;170.67
0;56.06;18.33;171.87
0;61.46;16.63;175.01
0;63.96;16.34;176.76
0;66.28;16.35;178.49
0;68.41;16.58;180.18
0;70.41;16.95;181.85
0;72.38;17.44;183.59
0;74.06;17.96;185.18
0;75.13;18.32;186.30
0;76.14;18.67;187.36
0;80.93;20.92;195.55
0;82.01;21.73;199.08
0;82.72;22.53;202.59
0;82.77;23.45;207.19
0;81.87;24.45;214.07
0;81.18;25.23;221.51
0;79.54;25.71;229.59
0;77.02;26.01;236.36
0;74.02;26.08;241.84
0;69.88;26.09;248.25
0;69.32;26.34;249.81
0;69.52;26.74;250.63
0;70.00;27.13;250.95
0;70.59;27.42;250.70
0;71.24;27.59;249.91
0;72.13;27.88;248.79
0;72.76;28.17;248.05
0;72.99;28.24;247.58
0;72.36;27.57;247.67
0;71.61;26.78;248.04
0;70.88;25.97;248.26
0;70.22;25.20;248.28
0;69.65;24.51;248.04
0;69.19;24.02;247.57
0;68.85;23.73;246.99
0;68.59;23.60;246.37
0;68.37;23.57;245.81
0;67.96;23.75;245.01
0;67.76;23.92;244.75
0;67.55;24.12;244.52
0;67.38;24.30;244.34
0;67.28;24.42;244.21
0;66.92;24.79;243.78
0;66.61;25.01;243.42
0;66.36;25.11;243.16
0;66.05;25.13;242.90
0;65.38;25.01;242.50
0;65.08;24.90;242.31
0;64.79;24.78;242.11
0;64.49;24.66;241.88
0;64.24;24.58;241.71
0;64.08;24.54;241.63
0;63.92;24.51;241.55
0;63.35;24.36;241.51
0;63.09;24.25;241.60
0;62.74;24.12;241.80
0;62.67;24.11;241.85
1;62.60;24.09;241.90
0;62.43;24.24;242.15
0;62.44;24.29;242.20
0;62.48;24.41;242.31
0;62.65;24.64;242.52
0;62.77;24.77;242.65
0;62.88;24.87;242.92
0;63.17;25.03;243.40
0;63.30;25.03;243.67
0;63.39;25.01;244.00
0;63.48;24.97;244.33
0;63.59;24.91;244.61
0;63.69;24.85;244.86
0;63.80;24.81;245.10
0;63.94;24.79;245.47
0;64.10;24.81;245.64
0;64.63;24.96;245.78
0;65.01;25.12;245.74
0;65.42;25.29;245.63
0;65.78;25.45;245.49
0;66.02;25.55;245.39
0;66.83;25.89;245.03
0;67.47;26.09;244.78
